columna,columna_1,"CUADRO 3 - Nacimientos por área y sexo, según departamento y municipio de residencia de la madre",columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,año,tipo,hoja_origen,cuadro
13.0,13458.0,,13458 Montecristo,16,5,11,0,3,6,0,0,1,0,2,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13468.0,,13468 Mompós,70,39,31,0,33,25,0,6,5,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13473.0,,13473 Morales,23,15,8,0,7,3,0,3,2,0,5,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13490.0,,13490 Norosí,10,5,5,0,1,2,0,3,1,0,1,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13549.0,,13549 Pinillos,17,9,8,0,1,2,0,7,5,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13580.0,,13580 Regidor,13,8,5,0,4,4,0,1,0,0,3,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13600.0,,13600 Río Viejo,12,8,4,0,5,1,0,1,0,0,2,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13620.0,,13620 San Cristóbal,8,5,3,0,5,3,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13647.0,,13647 San Estanislao,12,7,5,0,7,4,0,0,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13650.0,,13650 San Fernando,8,3,5,0,1,2,0,2,3,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13654.0,,13654 San Jacinto,23,17,6,0,15,4,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13655.0,,13655 San Jacinto del Cauca,10,5,5,0,1,2,0,4,2,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13657.0,,13657 San Juan Nepomuceno,38,14,24,0,13,21,0,1,3,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13667.0,,13667 San Martín de Loba,31,16,15,0,10,5,0,3,7,0,3,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13670.0,,13670 San Pablo,44,25,19,0,17,8,0,4,5,0,4,6,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13673.0,,13673 Santa Catalina,10,6,4,0,4,2,0,1,2,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13683.0,,13683 Santa Rosa,53,26,27,0,18,24,0,3,0,0,5,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13688.0,,13688 Santa Rosa del Sur,54,29,25,0,15,15,0,7,4,0,7,6,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13744.0,,13744 Simití,26,15,11,0,4,5,0,10,5,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13760.0,,13760 Soplaviento,12,4,8,0,3,7,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13780.0,,13780 Talaigua Nuevo,8,5,3,0,4,3,0,1,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13810.0,,13810 Tiquisio,11,6,5,0,3,2,0,0,2,0,3,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13836.0,,13836 Turbaco,92,46,46,0,44,44,0,1,2,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13838.0,,13838 Turbaná,17,9,8,0,7,7,0,1,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13873.0,,13873 Villanueva,24,11,13,0,10,12,0,1,1,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13894.0,,13894 Zambrano,15,8,7,0,8,6,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
13.0,13999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15000.0,15 Boyacá,Total,981,491,490,0,272,288,0,28,16,0,191,186,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15001.0,,15001 Tunja,154,82,72,0,73,67,0,0,0,0,9,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15022.0,,15022 Almeida,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15047.0,,15047 Aquitania,20,7,13,0,1,4,0,0,0,0,6,9,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15051.0,,15051 Arcabuco,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15087.0,,15087 Belén,8,6,2,0,5,2,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15090.0,,15090 Berbeo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15092.0,,15092 Betéitiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15097.0,,15097 Boavita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15104.0,,15104 Boyacá,4,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15106.0,,15106 Briceño,3,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15109.0,,15109 Buenavista,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15114.0,,15114 Busbanzá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15131.0,,15131 Caldas,4,1,3,0,0,0,0,1,1,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15135.0,,15135 Campohermoso,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15162.0,,15162 Cerinza,4,2,2,0,1,2,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15172.0,,15172 Chinavita,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15176.0,,15176 Chiquinquirá,44,19,25,0,16,21,0,0,0,0,3,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15180.0,,15180 Chiscas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15183.0,,15183 Chita,12,5,7,0,1,2,0,0,0,0,4,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15185.0,,15185 Chitaraque,7,4,3,0,0,1,0,0,0,0,4,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15187.0,,15187 Chivatá,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15189.0,,15189 Ciénega,5,3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15204.0,,15204 Cómbita,4,1,3,0,0,0,0,1,1,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15212.0,,15212 Coper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15215.0,,15215 Corrales,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15218.0,,15218 Covarachía,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15223.0,,15223 Cubará,8,3,5,0,1,2,0,1,0,0,1,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15224.0,,15224 Cucaita,3,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15226.0,,15226 Cuítiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15232.0,,15232 Chíquiza,4,3,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15236.0,,15236 Chivor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15238.0,,15238 Duitama,85,41,44,0,32,42,0,2,0,0,7,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15244.0,,15244 El Cocuy,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15248.0,,15248 El Espino,3,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15272.0,,15272 Firavitoba,8,6,2,0,3,1,0,0,0,0,3,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15276.0,,15276 Floresta,5,5,0,0,1,0,0,0,0,0,4,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15293.0,,15293 Gachantivá,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15296.0,,15296 Gámeza,4,2,2,0,1,0,0,0,0,0,1,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15299.0,,15299 Garagoa,11,6,5,0,5,5,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15317.0,,15317 Guacamayas,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15322.0,,15322 Guateque,7,5,2,0,4,2,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15325.0,,15325 Guayatá,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15332.0,,15332 Güicán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15362.0,,15362 Iza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15367.0,,15367 Jenesano,4,0,4,0,0,1,0,0,0,0,0,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15368.0,,15368 Jericó,9,4,5,0,1,1,0,0,0,0,3,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15377.0,,15377 Labranzagrande,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15380.0,,15380 La Capilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15401.0,,15401 La Victoria,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15403.0,,15403 La Uvita,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15407.0,,15407 Villa de Leyva,13,6,7,0,3,2,0,1,0,0,2,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15425.0,,15425 Macanal,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15442.0,,15442 Maripí,6,2,4,0,0,1,0,2,2,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15455.0,,15455 Miraflores,6,2,4,0,1,3,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15464.0,,15464 Mongua,6,2,4,0,2,1,0,0,0,0,0,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15466.0,,15466 Monguí,3,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15469.0,,15469 Moniquirá,20,7,13,0,3,7,0,0,0,0,4,6,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15476.0,,15476 Motavita,6,1,5,0,0,3,0,0,1,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15480.0,,15480 Muzo,6,4,2,0,1,2,0,0,0,0,3,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15491.0,,15491 Nobsa,10,7,3,0,4,3,0,1,0,0,2,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15494.0,,15494 Nuevo Colón,8,4,4,0,1,0,0,0,0,0,3,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15500.0,,15500 Oicatá,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15507.0,,15507 Otanche,4,1,3,0,0,3,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15511.0,,15511 Pachavita,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15514.0,,15514 Páez,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15516.0,,15516 Paipa,25,14,11,0,10,9,0,0,0,0,4,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15518.0,,15518 Pajarito,3,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15522.0,,15522 Panqueba,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15531.0,,15531 Pauna,8,3,5,0,2,1,0,0,0,0,1,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15533.0,,15533 Paya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15537.0,,15537 Paz de Río,5,2,3,0,2,2,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15542.0,,15542 Pesca,9,5,4,0,1,0,0,0,0,0,4,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15550.0,,15550 Pisba,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15572.0,,15572 Puerto Boyacá,48,25,23,0,16,13,0,5,5,0,4,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15580.0,,15580 Quípama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15599.0,,15599 Ramiriquí,6,3,3,0,3,1,0,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15600.0,,15600 Ráquira,4,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15621.0,,15621 Rondón,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15632.0,,15632 Saboyá,12,6,6,0,0,0,0,1,1,0,5,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15638.0,,15638 Sáchica,13,5,8,0,2,3,0,0,0,0,3,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15646.0,,15646 Samacá,33,24,9,0,3,2,0,4,1,0,17,6,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15660.0,,15660 San Eduardo,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15664.0,,15664 San José de Pare,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15667.0,,15667 San Luis de Gaceno,3,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15673.0,,15673 San Mateo,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15676.0,,15676 San Miguel de Sema,3,1,2,0,0,0,0,0,0,0,1,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15681.0,,15681 San Pablo de Borbur,7,2,5,0,0,0,0,2,1,0,0,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15686.0,,15686 Santana,9,4,5,0,3,2,0,0,0,0,1,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15690.0,,15690 Santa María,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15693.0,,15693 Santa Rosa de Viterbo,6,3,3,0,2,2,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15696.0,,15696 Santa Sofía,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15720.0,,15720 Sativanorte,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15723.0,,15723 Sativasur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15740.0,,15740 Siachoque,7,5,2,0,0,0,0,0,0,0,5,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15753.0,,15753 Soatá,3,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15755.0,,15755 Socotá,5,3,2,0,0,0,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15757.0,,15757 Socha,8,4,4,0,1,2,0,0,0,0,3,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15759.0,,15759 Sogamoso,95,49,46,0,42,43,0,1,0,0,6,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15761.0,,15761 Somondoco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15762.0,,15762 Sora,6,4,2,0,0,1,0,1,0,0,3,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15763.0,,15763 Sotaquirá,8,5,3,0,0,0,0,1,0,0,4,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15764.0,,15764 Soracá,8,5,3,0,2,0,0,0,0,0,3,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15774.0,,15774 Susacón,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15776.0,,15776 Sutamarchán,4,3,1,0,1,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15778.0,,15778 Sutatenza,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15790.0,,15790 Tasco,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15798.0,,15798 Tenza,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15804.0,,15804 Tibaná,7,3,4,0,1,0,0,0,0,0,2,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15806.0,,15806 Tibasosa,9,2,7,0,1,5,0,0,0,0,1,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15808.0,,15808 Tinjacá,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15810.0,,15810 Tipacoque,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15814.0,,15814 Toca,9,5,4,0,3,2,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15816.0,,15816 Togüí,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15820.0,,15820 Tópaga,5,2,3,0,0,1,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15822.0,,15822 Tota,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15832.0,,15832 Tununguá,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15835.0,,15835 Turmequé,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15837.0,,15837 Tuta,8,4,4,0,2,2,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15839.0,,15839 Tutazá,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15842.0,,15842 Umbita,8,6,2,0,1,0,0,0,0,0,5,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15861.0,,15861 Ventaquemada,18,11,7,0,1,0,0,2,2,0,8,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15879.0,,15879 Viracachá,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15897.0,,15897 Zetaquira,8,5,3,0,1,0,0,0,0,0,4,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
15.0,15999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17000.0,17 Caldas,Total,668,366,302,0,232,203,0,26,15,0,108,84,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17001.0,,17001 Manizales,231,123,108,0,110,98,0,1,0,0,12,10,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17013.0,,17013 Aguadas,18,13,5,0,4,3,0,2,1,0,7,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17042.0,,17042 Anserma,24,18,6,0,11,4,0,0,0,0,7,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17050.0,,17050 Aranzazu,12,7,5,0,4,5,0,0,0,0,3,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17088.0,,17088 Belalcázar,15,9,6,0,2,2,0,1,0,0,6,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17174.0,,17174 Chinchiná,40,20,20,0,14,15,0,0,0,0,6,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17272.0,,17272 Filadelfia,3,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17380.0,,17380 La Dorada,63,35,28,0,32,22,0,2,2,0,1,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17388.0,,17388 La Merced,3,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17433.0,,17433 Manzanares,11,6,5,0,3,2,0,0,1,0,3,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17442.0,,17442 Marmato,17,8,9,0,1,3,0,4,1,0,3,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17444.0,,17444 Marquetalia,12,2,10,0,0,3,0,0,2,0,2,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17446.0,,17446 Marulanda,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17486.0,,17486 Neira,15,8,7,0,6,1,0,0,0,0,2,6,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17495.0,,17495 Norcasia,12,8,4,0,3,1,0,1,0,0,4,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17513.0,,17513 Pácora,9,8,1,0,4,1,0,0,0,0,4,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17524.0,,17524 Palestina,14,8,6,0,1,1,0,3,2,0,4,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17541.0,,17541 Pensilvania,22,11,11,0,3,3,0,2,1,0,6,7,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17614.0,,17614 Riosucio,43,26,17,0,4,5,0,6,4,0,16,8,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17616.0,,17616 Risaralda,5,3,2,0,2,1,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17653.0,,17653 Salamina,11,7,4,0,3,1,0,1,1,0,3,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17662.0,,17662 Samaná,7,4,3,0,0,1,0,2,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17665.0,,17665 San José,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17777.0,,17777 Supía,25,12,13,0,4,4,0,0,0,0,8,9,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17867.0,,17867 Victoria,6,4,2,0,2,2,0,0,0,0,2,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17873.0,,17873 Villamaría,39,17,22,0,15,20,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17877.0,,17877 Viterbo,8,2,6,0,2,4,0,0,0,0,0,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
17.0,17999.0,,Sin Información,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18000.0,18 Caquetá,Total,488,241,247,0,167,159,0,12,18,0,62,70,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18001.0,,18001 Florencia,200,101,99,0,94,92,0,2,2,0,5,5,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18029.0,,18029 Albania,9,6,3,0,3,0,0,2,0,0,1,3,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18094.0,,18094 Belén de Los Andaquíes,9,5,4,0,4,2,0,0,1,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18150.0,,18150 Cartagena del Chairá,31,14,17,0,7,7,0,0,3,0,7,7,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18205.0,,18205 Curillo,12,7,5,0,6,4,0,0,0,0,1,1,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18247.0,,18247 El Doncello,19,11,8,0,6,4,0,0,0,0,5,4,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
18.0,18256.0,,18256 El Paujil,12,5,7,0,3,5,0,0,0,0,2,2,0,0,0,0,2022,nacimientos,Cuadro3,cuadro3
