nombre,href,descripcion,tipo_norma,tematica,subtema,publicacion
Concepto Jurídico 202411600940131 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411600940131 de 2024.pdf,Consulta sobre el pago y reconocimiento de incapacidades,Concepto,Salud,,
Concepto Jurídico 202411600753961 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411600753961 de 2024.pdf,Concepto sobre el periodo del revisor fiscal en una Empresa Social del Estado,Concepto,Salud,,
Resolución No 784 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 784 de 2024.pdf,"Por la cual se establecen las condiciones y el procedimiento que deben cumplir lasentidades promotoras de salud, las entidades adaptadas, los programas de salud que administran las cajas de compensación familiar y las instituciones prestadoras de servicios de salud, que se encuentren en proceso de liquidación, para culminar los .asuntos pendientes ante la ADRES
Publicada en el Diario Oficial No. 52.751 del 9 de mayo de 2024",Resolución,Salud,,2024-05-09T05:00:00Z
Resolución No 980 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 980 de 2024.pdf,"Por la cual se efectúa la categorización del riesgo de las Empresas Sociales del Estado del nivel territorial para la vigencia 2024 y se dictan otras disposiciones,

Publicada en el Diario Oficial No. 52.773 del 31 de mayo de 2024",Resolución,Salud,,2024-05-30T05:00:00Z
Decreto No 719  de 05 junio de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No 719  de 05 junio de 2024.pdf,"Por el cual se modifican los artículos 2.1.11.1, 2.1.11.2, 2.1.11.3, 2.1.11.5, 2.1.11.6, 2.1.11.11, 2.1.11.12, 2.1.7.7 y 2.1.7.11 y se adicionan los artículos 2.1.7.18, 2.1.7.19, 2.1.7.20, 2.1.7.21 al Decreto 780 de 2016, Único Reglamentario del Sector Salud y Protección Social, en relación con las condiciones para garantizar la continuidad de los afiliados como consecuencia del retiro o liquidación voluntaria, la revocatoria de la autorización de funcionamiento o de la certificación de habilitación, de intervención forzosa administrativa para liquidar de las Entidades Promotoras de Salud  EPS, la permanencia en el régimen subsidiado y el mecanismo de movilidad",Decreto,Salud,,2024-06-05T05:00:00Z
Decreto No  745 de 11 de junio de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No  745 de 11 de junio de 2024.pdf,"Por el cual se adiciona el Título 2 a la Parte 5 del Libro 3 del Decreto 780 de 2016, en relación con la subrogación de las obligaciones contractuales de la extinta E.S.E. Francisco de Paula Santander",Decreto,Salud,,2024-06-11T05:00:00Z
Concepto Jurídico 202411600931711 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411600931711 de 2024.pdf,Consulta sobre mecanismos de Participación Social en Salud.,Concepto,Salud,,
Concepto Jurídico 202411601001511 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601001511 de 2024.pdf,Concepto sobre trámite para radicación de incapacidad,Concepto,Salud,,
Concepto Jurídico 202411601025371  de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601025371  de 2024.pdf,Consulta sobre la Elección del Representante del Estamento Científico ante la Junta Directiva de una E.S.E. Departamental Universitaria,Concepto,Salud,,
Concepto Jurídico 202411601132501 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601132501 de 2024.pdf,Respuesta a solicitud de concepto frente al alcance del Decreto 489 de 2024 en cuanto a los porcentajes y condiciones para la realización del Giro Directo a las EPS del Régimen Subsidiado.,Concepto,Salud,,
Concepto Jurídico 202411601141511 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601141511 de 2024.pdf,Solicitud de concepto para conceder reconocimiento de una I.P.S.I. como entidad pública de carácter especial,Concepto,Salud,,
Concepto Jurídico 202411601203101 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601203101 de 2024.pdf,Concepto Jurídico relacionado con la reelección de los representantes de los Usuarios a la Junta Directiva,Concepto,Salud,,
Concepto Jurídico 202411601203901  de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601203901  de 2024.pdf,Suscripción a información Normativa,Concepto,Salud,,
Concepto Jurídico 202411601209781 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601209781 de 2024.pdf,Derecho de Petición Revisor Fiscal,Concepto,Salud,,
Concepto Jurídico 202411601211591 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601211591 de 2024.pdf,"Solicitud de información sobre la designación del subdirector operativo de la ESE Hospital San Rafael de Espinal – Tolima, como representante del sector científico ante su Junta Directiva",Concepto,Salud,,
Concepto Juridico 202411601216371 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Juridico 202411601216371 de 2024.pdf,Concepto Jurídico relacionado con la designación de los representantes de los gremios producción y asociaciones científicas ante juntas directivas E.S.E. del II y III nivel de atención.,Concepto,Salud,,
ley 2354 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/ley 2354 de 2024.pdf,"POR MEDIO DE LA CUAL SE MOúlFICA EL ARTICULO 1° DE LA LEY 1335
DE 2009 Y SE DICTAN OTRAS DISPOSICIONES",Ley,Salud,,2024-05-09T05:00:00Z
Resolución No 1058 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1058 de 2024.pdf,"Por la cual se modifica la Resolución 220 de 2024 y se dictan otras disposiciones.

Publicada en el Diario Oficial No. 52.792 del 19 de junio  de 2024",Resolución,Salud,,2024-06-19T05:00:00Z
Resolución No 1196 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1196 de 2024.pdf,"Por la cual se adopta la Estrategia de Rehabilitación Psicosocial Comunitaria para laConvivencia y la No Repetición y se determinan los criterios habilitantes y de ponderación para la asignación de recursos para su implementación.

Publlicada en el Diario Oficial No. 52.809 del 6 de julio  de 2024",Resolución,Salud,,2024-07-05T05:00:00Z
Resolución No 1197 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1197 de 2024.pdf,"Por la cual se dictan disposiciones en relación con el procedimiento de certificación de discapacidad y el Registro de Localización y Caracterización de Personas con Discapacidad y se deroga la Resolución 1239 de 2022.

Publlicada en el Diario Oficial No. 52.809 del 6 de julio  de 2024",Resolución,Salud,,2024-07-05T05:00:00Z
Resolución No 1222 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1222 de 2024.pdf,"Por la cual se modifica la Resolución 555 de 2022.

Publicada en el Diario Oficial No. 52.812 del 9 de julio  de 2024",Resolución,Salud,,2024-07-08T05:00:00Z
Resolución No 1235 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1235 de 2024.pdf,"Por medio de la cual se reglamenta el artículo 4° de la Ley 2261 de 2022, adoptando las orientaciones tecnicas para sumnistrar productos para la promocion de la salud y el cuidado menstrual de mujeres.

Publicada en el Diario Oficial No. 52.813 del 10 de julio  de 2024",Resolución,Salud,,2024-07-10T05:00:00Z
Ley 2360 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2360 de 2024.pdf,Por medio de la cual se modifica y adiciona la Ley 1384 de 2010 reconociendo para los efectos de esta ley como sujetos de especial proteccion constitucional a las personas con sospecha o que padecen cancer,Ley,Salud,,
Ley 2361 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2361 de 2024.pdf,"Por medio del cual se otorgan lineamientos para la creacion de la Politica Publica de Lactancia materna, alimentación complementaria, y la promocion de los bancos de leche humana como componente anatomico",Ley,Salud,,
Ley 2364 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2364 de 2024.pdf,Por medio de la cual se reconoce y protege de forma integral la labor y los derechos de las mujeres buscadoras de victimas de desaparición forzada,Ley,Salud,,
Concepto Jurídico 202411601253461 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601253461 de 2024.pdf,"Concepto jurídico sobre el cubrimiento de la prestación de servicios de salud 
a Habitantes de Calle (indocumentados, por cortas estancias que impiden su 
identificación y posterior afiliación SAT)",Concepto,Salud,,
Concepto Jurídico 202411601304481 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601304481 de 2024.pdf,"Concepto sobre pago de licencia de maternidad cuando hay sustitución de 
empleadores.
",Concepto,Salud,,
Concepto Jurídico 202411601305241 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601305241 de 2024.pdf,"Consulta sobre el marco sancionatorio en el Sistema de Emergencias Médicas 
de Ibagu",Concepto,Salud,,
Concepto Jurídico 202411601330371 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601330371 de 2024.pdf,Solicitud de información sobre las entidades adscritas y vinculadas,Concepto,Salud,,
Concepto Jurídico 202411601342871 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601342871 de 2024.pdf,"Consulta sobre los integrantes de la junta directiva de una ESE de I nivel de 
atención.
",Concepto,Salud,,
Resolución No 1278 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1278 de 2024.pdf,"Por medio del cual el Ministerio de Salud y Protección,Social adopta el Manual de Identidad Visual, en cumplimiento de lo establecido en la Ley 2345 del 30 de diciembre de 2023.

Publicada en el Diario Oficial No. 52.826 del 23 de julio  de 2024.",Resolución,Salud,,2024-07-22T05:00:00Z
Resolución No 1367 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1367 de 2024.pdf,"Por la cual se modifica el artículo 10 de la Resolución 1441 de 2016, modificada por la Resolución 087 de 2024, en lo correspondiente a la vigencia de la habilitación de las Redes Integrales de Prestadores de Servicios de Salud - RIPSS

Publicada en el Diario Oficial No. 52.834 del 31 de julio  de 2024.

",Resolución,Salud,,2024-07-31T05:00:00Z
Resolución No 1425 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1425 de 2024.pdf,"Por la cual se modifica el artículo 24 de la Resolución 2364 de 2023 que fijó el valor de la Unidad de Pago por Capitación - UPC para financiar los servicios y tecnologías de salud de los regímenes subsidiado y contributivo del Sistema General de Seguridad en Salud para la vigencia 2024 

Publicada en el Diario Oficial No. 52.847 del 13 de agosto de 2024",Resolución,Salud,,2024-08-13T05:00:00Z
Resolución No 1440 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1440 de 2024.pdf,"Por medio de la cual se modifica la Resolución 5185 de 2013, por la que se fijan los lineamientos para que las Empresas Sociales del Estado adopten el estatuto de contratación que regirá su actividad contractual

Publicada en el Diario Oficial No. 52.848 del 14 de agosto de 2024

",Resolución,Salud,,2024-08-14T05:00:00Z
Resolución No 1442 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1442 de 2024.pdf,"Por medio de la cual se adopta la Undécima revisión de la Clasificación Estadística Internacional de Enfermedades y Problemas de Salud Conexos (CIE 11), para la codificación de morbilidad y mortalidad en Colombia y se establece el periodo de transición de CIE 10 a CIE 11.

Publicada en el Diario Oficial No. 52.848 del 14 de agosto de 2024",Resolución,Salud,,2024-08-14T05:00:00Z
Resolución No 1443 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1443 de 2024.pdf,"Por la cual se conforma y reglamenta el funcionamiento del Comité para la Gestión de Cambio Climático del Sector Salud.

Publicada en el Diario Oficial No. 52.848 del 14 de agosto de 2024

",Resolución,Salud,,2024-08-14T05:00:00Z
Resolución No 1444 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1444 de 2024.pdf,"Por la cual se actualizan las funciones y otros aspectos del Comité de Conciliación del Ministerio de Salud y Protección Social

Publicada en el Diario Oficial No. 52.848 del 14 de agosto de 2024

",Resolución,Salud,,2024-08-14T05:00:00Z
Concepto Jurídico 202411601354881 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601354881 de 2024.pdf,"Concepto Jurídico relacionado con la conformación, reelección y período de los miembros de las Juntas directivas de las Empresas Sociales del Estado (ESE)",Concepto,Salud,,
Concepto Jurídico 202411601359171 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601359171 de 2024.pdf,"Concepto sobre reconocimiento de incapacidades, licencias de maternidad y
paternidad.",Concepto,Salud,,
Concepto Jurídico 202411601363641 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601363641 de 2024.pdf,Concepto sobre quien firma la de actas de baja de bienes,Concepto,Salud,,
Concepto Jurídico 202411601372381 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601372381 de 2024.pdf,Solicitud de concepto jurídico ley de control de tabaco en Colombia,Concepto,Salud,,
Concepto Jurídico 2024116000331071 de 2024.docx.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024116000331071 de 2024.docx.pdf,"Respuesta a solicitud de concepto frente a la exoneración de impuestos y
gravámenes financieros con ocasión al manejo de los recursos del Programa
de Atención Psicosocial y Salud Integral a Víctimas – PAPSIVI.",Concepto,Salud,,
Concepto Jurídico 202411601454211 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601454211 de 2024.pdf,Solicitud de concepto sobre el abuso del derecho,Concepto,Salud,,
Concepto Jurídico 202411601463031 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601463031 de 2024.pdf,Solicitud de concepto sobre la reglamentación del ingreso y permanencia de animales en entidades públicas y lugares abiertos al público,Concepto,Salud,,
Concepto Jurídico 202411601484371 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601484371 de 2024.pdf,Solicitud de concepto frente al alcance de los veedores al presentar solicitudes,Concepto,Salud,,
Decreto No 0968 de 02 de agosto de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No 0968 de 02 de agosto de 2024.pdf,Por el cual se dictan normas para la administración y operatividad del Sistema Indígena de Salud Propio e Intercultural -SISPI para el Territorio Indígena que conforma el Consejo Regional Indígena del Cauca -CRIC,Decreto,Salud,,2024-08-02T05:00:00Z
Decreto No1248  de 3 de octubre de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No1248  de 3 de octubre de 2024.pdf,Por medio del cual se efectúa el nombramiento de la jefe de control interno de la Administradora de Recursos del Sistema General de Seguridad Social en Salud — ADRES,Decreto,Salud,,2024-10-03T05:00:00Z
Decreto No 1247 de 3 de octubre de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No 1247 de 3 de octubre de 2024.pdf,Por el cual se termina un encargo y se efectúa un nombramiento ordinario al doctor RODOLFO SALAS FIGUEROA en la Planta de Personal del Ministerio de Salud y Protección Social,Decreto,Salud,,2024-10-03T05:00:00Z
Decreto No 1246 de 3 de octubre de  2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No 1246 de 3 de octubre de  2024.pdf,"Por el cual se efectúa un nombramiento ordinario en la Planta de Personal del Ministerio de Salud y Protección Social a la doctora ANDREA LILIANA
ALDANA TRUJILLO",Decreto,Salud,,2024-10-03T05:00:00Z
Resolución No 1544 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1544 de 2024.pdf,"Por la cual se delega la competencia en materia contractual para el cierre de expedientes en la plataforma SECOP II
Publicada en el Diario Oficial No. 52.862 del 28 de agosto  de 2024",Resolución,Salud,,2024-08-28T05:00:00Z
Resolución No 1884 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1884 de 2024.pdf,"Por la cual se modifica la Resolución 2275 de 2023 y se dictan otras disposiciones.
Publicada en el Diario Oficial No. 52.896 del 01 de Octubre de 2024",Resolución,Salud,,2024-09-30T05:00:00Z
Resolución No 1885 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1885 de 2024.pdf,"Por la cual se modifica la Resolución 2284 de 2023 y, se dictan otras disposiciones.
Publicada en el Diario Oficial No. 52.896 del 01 de Octubre de 2024",Resolución,Salud,,2024-09-30T05:00:00Z
Resolución No 1886 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1886 de 2024.pdf,"Por la cual se modifica de la Resolución 2335 de 2023 modificada por la Resolución.
Publicada en el Diario Oficial No. 52.896 del 01 de Octubre de 2024",Resolución,Salud,,2024-09-30T05:00:00Z
Resolución No 1895 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 1895 de 2024.pdf,"Por la cual se modifica la Resolución 1798 de 2023 en relación con el plazo de entrada en operación y el reporte de afiliación y novedades del Sistema General de Riesgos Laborales en el Sistema de Afiliación Transaccional -SAT-, para la afiliación obligatoria y voluntaria de trabajadores independientes
Publicada en el Diario Oficial No. 52.896 del 01 de Octubre de 2024",Resolución,Salud,,2024-10-01T05:00:00Z
Resolucion No 1964 DE 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolucion No 1964 DE 2024.pdf,"Por la cual se adopta el lineamiento para la implementación del enfoque diferencial étnico en salud para las comunidades Negras, Afrocolombianas, Raizales y Palenqueras de áreas urbanas y rurales.

Publicada en el Diario Oficial No. 52.906 del 11 de Octubre de 2024",Resolución,Salud,,2024-10-10T05:00:00Z
Ley 2377 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2377 de 2024.pdf,Por medio de la cual se crean los consultorios psicológicos comunitarios en los programas de psicología de las instituciones de educación superior,Ley,Salud,,
Ley 2381 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2381 de 2024.pdf,"Por medio de la cual se establece el sistema de protección social integral para la vejez, invalidez y muerte de origen común, y se dictan otras disposiciones",Ley,Salud,,
Ley 2383 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2383 de 2024.pdf,"Por medio de la cual se promueve la educacion socioemocional de los niños, niñas y adolescentes en las instituciones educativas de preescolar, primaria, básica y media en Colombia",Ley,Salud,,
Ley 2386 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2386 de 2024.pdf,"Por medio de la cual se establecen las pautas de la política nacional de investigación científica, desarrollo tecnológico, innovación y producción de la industria farmacéutica para la autonomía sanitaria de colombia y se dictan otras disposiciones",Ley,Salud,,
Ley 2394 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2394 de 2024.pdf,"Por medio del cual se garantiza la protección de los derechos de  estudiantes gestantes, estudiantes ,  en periodo de lactancia y estudiantes en licencia de paternidad en las, instituciones educativas del país",Ley,Salud,,
Ley 2406 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Ley 2406 de 2024.pdf,Por medio de la cual se ordena la modernización y actualización permanente del Programa Ampliado De Inmunizaciones – pai- y se dictan otras disposiciones,Ley,Salud,,
Concepto Jurídico  2024116000648231 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico  2024116000648231 de 2024.pdf,Concepto frente a la destinación y ejecución de los recursos provenientes de COLJUEGOS,Concepto,Salud,,
Concepto Jurídico  2024116000933561 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico  2024116000933561 de 2024.pdf,Consulta frente a las medidas sanitarias de seguridad por parte de la Superintendencia Nacional de Salud.,Concepto,Salud,,
Concepto Jurídico 2024100000715371 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024100000715371 de 2024.pdf,Viabilidad de aplicar la Resolución 006066 de 2016 expedida por el Ministerio de Salud y Protección Social a las entidades que se encuentran en proceso de liquidación.,Concepto,Salud,,
Concepto Juridico 2024116001038481 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Juridico 2024116001038481 de 2024.pdf,Solicitud de concepto frente a la vigencia de la Resolución 784 de 2024,Concepto,Salud,,
Concepto Jurídico 2024231000712631 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024231000712631 de 2024.pdf,Consulta sobre la participación de Representantes de Usuarios en Comités de Ética Hospitalaria.,Concepto,Salud,,
Concepto Jurídico 2024423000360212 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024423000360212 de 2024.pdf,Concepto Jurídico sobre la viabilidad del pago de honorarios y reconocimiento retroactivo a los miembros de la Junta Directiva de Empresas Sociales del Estado,Concepto,Salud,,
Concepto Jurídico 2024423000948342 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024423000948342 de 2024.pdf,Solicitud de concepto sobre la vigencia del Decreto 4747 de 2007,Concepto,Salud,,
Concepto Jurídico 2024424000292702 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024424000292702 de 2024.pdf,Consulta sobre la conformación de alianzas o asociaciones de usuarios,Concepto,Salud,,
Concepto Jurídico 2024424000936012 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024424000936012 de 2024.pdf,Solicitud de aclaración sobre la posibilidad de grabar sesiones de la Junta Directiva del Hospital Departamental de Villavicencio en relación con la transparencia y aprobación del Plan de Desarrollo 2024.,Concepto,Salud,,
Concepto Jurídico 2024424001105102 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024424001105102 de 2024.pdf,Respuesta a Solicitud sobre Normativa para Implementación de Buzón de Sugerencias en SAC y SIAU.,Concepto,Salud,,
Concepto Juridico 2024424001268602 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Juridico 2024424001268602 de 2024.pdf,Consulta sobre la Responsabilidad del Representante Legal y Recuperación de Sumas Pagadas por Intereses Moratorios en la ESE-,Concepto,Salud,,
Concepto Jurídio 2024116000716661 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídio 2024116000716661 de 2024.pdf,Consulta relacionada con el pago del retroactivo del año 2024 estando en licencia de maternidad.,Concepto,Salud,,
Resolución No 2235 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2235 de 2024.pdf,"Por medio de la cual se establece el procedimiento para la selección de colegios profesionales del área de la salud en quienes se delegarán funciones públicas y se dictan otras disposiciones.

Publicada en el Diario Oficial No. 52.945 del 19 de noviembre de 2024.",Resolución,Salud,,2024-11-18T05:00:00Z
Concepto Jurídico  2024116001238451 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico  2024116001238451 de 2024.pdf,Consulta sobre el pago y reconocimiento de incapacidades,Concepto,Salud,,
Concepto Jurídico 202411601699161 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 202411601699161 de 2024.pdf,Transcripción de fórmulas médicas y atención en salud.,Concepto,Salud,,
Concepto Jurídico 2024116000990461 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024116000990461 de 2024.pdf,Solicitud de concepto jurídico relacionado con el pago de incapacidades de médicos no adscritos.,Concepto,Salud,,
Concepto Jurídico 2024116001088461 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024116001088461 de 2024.pdf,Concepto sobre la solicitud de historia clínica para transcripción de incapacidades.,Concepto,Salud,,
Concepto Jurídico 2024116001143671 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024116001143671 de 2024.pdf,Concepto sobre la exigencia de póliza de responsabilidad civil.,Concepto,Salud,,
Concepto Jurídico 2024423000269322 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024423000269322 de 2024.pdf,Consulta sobre las facultades para contratar y la autorización expresa del gerente del Hospital ,Concepto,Salud,,
Concepto Juridico 2024423001451812 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Juridico 2024423001451812 de 2024.pdf,Asunto: Solicitud de concepto sobre Aprobación de Plan de Desarrollo y Plan Operativo Anual. Radicado No. 2024423001451812,Concepto,Salud,,
Concepto Jurídico 2024423001523452 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024423001523452 de 2024.pdf,Asunto: Solicitud de concepto sobre la facultad de la Junta Directiva para limitar la contratación del Gerente de una Empresa Social del Estado (ESE) del Departamento de Nariño. Radicado No. 2024423001523452.,Concepto,Salud,,
Concepto Jurídico 2024424001148192 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024424001148192 de 2024.pdf,Solicitud de Información sobre quejas y soluciones a las mismas en la IPS,Concepto,Salud,,
Concepto Jurídico 2024424001563682 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Concepto Jurídico 2024424001563682 de 2024.pdf,Solicitud de acompañamiento e información sobre el proceso de inscripción y elección del representante ante la Junta Directiva de la Asociación de Usuarios,Concepto,Salud,,
Res.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Año 2024/Res.pdf,"""Por la cual se modifica parcial y transitoriamente los esquemas terapéuticos usando dosis fija combinada establecidos en la resolución 227 de 2020 y se dictan otras disposiciones.""

Fecha y hora de publicación:
29 de noviembre de 2024 – 12: 00 m

Fecha y hora de finalización de la publicación:
30 de noviembre de 2024 – 12:00 m

Correo electrónico para recibir observaciones durante la consulta:
mherrerar@minsalud.gov.co

Anexos:
Proyecto Resolución 
Memoria Justificativa",Resolución,Salud,Medicamentos y Tecnologías,2024-11-29T05:00:00Z
Resolución No 2066 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2066 de 2024.pdf,"Por la cual se establece el reglamento técnico que define los usos y contenidos máximos de grasas trans industriales y de aceites parcialmente hidrogenados y se dictan otras disposiciones.

Publicada en el Diario Oficial No. 52.918 del 23 de Octubre de 2024",Resolución,Salud,,2024-10-23T05:00:00Z
Resolución No 2004 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2004 de 2024.pdf,"Por medio de la cual se designan los representantes que conformarán el Consejo Nacional de Talento Humano en Salud - CNTHS

Publicada en el Diario Oficial No. 52.917 del 22 de Octubre de 2024


",Resolución,Salud,,2024-10-15T05:00:00Z
Decreto No1409 de 22 de noviembre de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Decreto No1409 de 22 de noviembre de 2024.pdf,"Por medio del cual se modifican los artículos 2.72.3.4.1 y 2.7.2.3.4.3 del Decreto 780 de 2016 y se adicionan los artículos 2.7.2.3.4.7, 2.7.2.3.4.8 y 2.7.2.3.4.9 a la Sección 4 del Capítulo 3 del Título 2 de la Parte 7 del Libro 2 del Decreto 780 de 2016 - Único Reglamentario del Sector Salud y Protección Social",Decreto,Salud,,2024-11-22T05:00:00Z
Resolución No 2237 de 2024.pdf,https://www.minsalud.gov.co/Normatividad_Nuevo/Resolución No 2237 de 2024.pdf,"Por la cual se adopta el Plan de la Cultura de la Seguridad Social en Colombia 2025-2028

Publicada en el Diario Oficial No. 52.945 del 19 de noviembre de 2024",Resolución,Salud,,2024-11-18T05:00:00Z
